collection_number,locality_id,continent,country,state,latitude_band,paleoocean,latitude,longitude,paleolatitude,paleolongitude,formation,member,stratscale,collection_name,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,age_range,time_interval_type,early_epoch,late_epoch,early_period,late_period,early_era,late_era,reference,collection_comments,age_evaluation,comments_evaluation,fossil_type,reference_display,reference_key
L_480,4228,Europe,France,Aquitaine,Northern Temperate,Atlantic,44.72,-0.06,43.81,-0.23,,,,Leognan,,2,early Miocene,early Miocene,23.03,15.97,7.06,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_481,4229,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.3,14.28,47.21,14.05,,,,Leonding bei Linz,,1,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_482,4230,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.59,15.86,47.4,15.58,,,,Limberg,,2,early Miocene,early Miocene,20.4,18.3,2.1,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_483,4229,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.3,14.28,47.21,14.05,,,,Linz 1,,11,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_484,4231,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.61,15.71,47.43,15.43,,,,Loibersdorf,,1,early Miocene,early Miocene,20.4,18.3,2.1,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_485,4232,Europe,Austria,Burgenland,Northern Temperate,Neo-Tethys,47.91,16.51,46.48,13.94,,,,Loretto,,7,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_486,4233,Europe,France,Occitanie,Northern Temperate,Neo-Tethys,43.46,3.61,42.74,3.46,,,,Loupian 1,,8,middle Miocene,middle Miocene,15.97,13.82,2.15,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_487,4234,Europe,Germany,,Northern Temperate,Neo-Tethys,48.61,10.77,47.52,10.6,,,,Maierhof,,4,early Miocene,early Miocene,20.4,18.4,2,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_488,4235,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.67,15.76,47.48,15.48,,,,Maigen,,8,early Miocene,early Miocene,20.4,18.3,2.1,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_489,4236,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.57,15.8,47.32,15.48,,,,Maissau,,2,early Miocene,early Miocene,20.4,18.3,2.1,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_490,4238,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,47.97,16.6,46.64,14.17,,,,Mannersdorf,,6,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_491,4239,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.65,15.71,47.4,15.4,,,,Maria Dreieichen,,3,early Miocene,early Miocene,20.4,18.3,2.1,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_492,4240,Europe,Austria,Burgenland,Northern Temperate,Neo-Tethys,47.72,16.42,46.19,13.74,,,,Marz,,1,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_493,4241,Europe,Austria,Vienna,Northern Temperate,Neo-Tethys,48.15,16.27,47.22,16.09,,,,Mauer,,3,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_494,4242,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.57,16.7,47.7,16.55,,,,Maustrenk,,1,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_495,4243,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.17,13.34,47.09,13.12,,,,Mettmach,,5,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_496,4244,Europe,Germany,Baden-Wurtemberg,Northern Temperate,Neo-Tethys,48.16,9.86,47.15,9.71,,,,Mietingen-Baltringen 1,,6,early Miocene,early Miocene,18.3,17.3,1,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_497,4245,Europe,Czech Republic,South Moravian,Northern Temperate,Neo-Tethys,48.81,16.65,47.94,16.51,,,,Mikulov,,1,middle Miocene,middle Miocene,14.3,13.8,0.5,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_498,4246,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.29,13.94,47.2,13.72,,,,Mittergallsbach,,4,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_499,4247,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,47.99,16.47,46.18,13.3,,,,Mitterndorf,,9,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_500,4250,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.08,16.28,47.22,16.12,,,,Mödling,,2,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_501,4251,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.64,15.7,47.39,15.39,,,,Mold,,2,early Miocene,early Miocene,20.4,18.3,2.1,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_502,4252,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.01,16.29,47.08,16.1,,,,Möllersdorf,,5,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_503,4253,Europe,France,Occitanie,Northern Temperate,Neo-Tethys,43.61,3.87,42.57,3.6,,,,Montpellier,,1,early Miocene,early Miocene,23.03,20.44,2.59,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_504,4254,Europe,Germany,Baden-Wurtemberg,Northern Temperate,Neo-Tethys,47.99,9.11,46.76,8.92,,,,Mösskirch,,3,early Miocene,early Miocene,23.03,18.4,4.63,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_505,4255,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.51,15.78,47.59,15.62,,,,Mühlbach am Manhartsberg,,4,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_506,4256,Europe,Austria,Burgenland,Northern Temperate,Neo-Tethys,47.83,16.45,46.3,13.75,,,,Müllendorf,,10,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_507,4257,Europe,Poland,,Northern Temperate,Neo-Tethys,52.22,21,51.23,20.86,,,,"Poland, unknown locality 1",,2,middle Miocene,middle Miocene,15.97,11.63,4.34,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_508,4260,Europe,Switzerland,,Northern Temperate,Neo-Tethys,46.95,7.44,46.28,7.4,,,,"Switzerland, unknown locality 1",,7,early Miocene,late Miocene,23.03,5.333,17.697,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_509,4261,Europe,Austria,,Northern Temperate,Neo-Tethys,48.2,16.37,47.27,16.19,,,,"Austria, unknown locality 1",,5,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_510,4263,Europe,Malta,Northern Region,Northern Temperate,Neo-Tethys,35.89,14.51,33.4,14.33,,,,"Malta, unknown locality",,4,early Miocene,late Miocene,23.03,5.333,17.697,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_511,4264,Europe,Slovakia,,Northern Temperate,Neo-Tethys,48.14,17.11,46.57,14.18,,,,"Slovakia, unknown locality 2",,1,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_512,4265,Europe,Hungary,,Northern Temperate,Neo-Tethys,47.49,19.04,46.63,17.07,,,,"Hungary, unknown locality",,1,early Miocene,late Miocene,23.03,5.333,17.697,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_513,4266,Europe,Italy,,Northern Temperate,Neo-Tethys,41.89,12.48,39.48,12.68,,,,"italy, unknown locality",,1,early Miocene,late Miocene,23.03,5.333,17.697,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_514,4267,Europe,Netherlands,,Northern Temperate,Neo-Tethys,52.32,5.55,51.73,5.69,,,,"Holland, unknown locality",,2,early Miocene,late Miocene,23.03,5.333,17.697,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_515,4268,Europe,Belgium,,Northern Temperate,Neo-Tethys,50.84,4.35,50.22,4.49,,,,"Belgium, unknown locality",,1,early Miocene,late Miocene,23.03,5.333,17.697,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_516,4269,Europe,Austria,Burgenland,Northern Temperate,Neo-Tethys,47.79,16.29,46.44,13.9,,,,Neudörfl,,3,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_517,4270,Europe,Austria,Burgenland,Northern Temperate,Neo-Tethys,47.83,16.75,46.51,14.33,,,,Neusiedler See,,2,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_518,4271,Europe,Germany,Bavaria,Northern Temperate,Neo-Tethys,48.69,12.74,47.5,12.5,,,,Niederbayern,,12,early Miocene,early Miocene,20.4,18.4,2,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_519,4272,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.48,16.47,47.42,16.23,,,,Niederkreuzstetten,,3,early Miocene,early Miocene,17.3,16.4,0.9,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_520,4274,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.54,16.39,47.61,16.22,,,,Niederleis,,1,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_521,4275,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.33,15.75,47.41,15.58,,,,Niederösterreich,,1,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_522,4276,Europe,Czech Republic,South Moravian,Northern Temperate,Neo-Tethys,48.8,16.63,47.94,16.49,,,,Nikolsburg,,2,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_523,4277,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.55,16.39,47.75,16.28,,,,Nodendorf,,2,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_524,4278,Europe,Germany,North Rhine-Westphalia,Northern Temperate,Neo-Tethys,51.47,7.55,50.5,7.6,,,,North Rhine-Westphalia,,1,early Miocene,early Miocene,23.03,15.97,7.06,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_525,4279,Europe,Austria,Vienna,Northern Temperate,Neo-Tethys,48.27,16.35,47.34,16.17,,,,Nußdorf,,9,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_526,4280,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.1,16.25,47.24,16.09,,,,Maria Enzersdorf,,15,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_527,4281,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.2,14,46.98,13.71,,,,Oberösterreich,,1,early Miocene,early Miocene,23.03,18.4,4.63,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_528,4283,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.15,13.83,47.07,13.6,,,,Offenhausen,,7,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_529,4284,Europe,Austria,Styria,Northern Temperate,Neo-Tethys,46.91,15.35,45.3,12.85,,,,Oisnitz,,3,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_530,4286,Europe,Austria,Carinthia,Northern Temperate,Neo-Tethys,46.76,13.81,44.79,14.38,,,,Ölbachschmied bei Ettendorf,,1,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_531,4287,Europe,Austria,Burgenland,Northern Temperate,Neo-Tethys,47.82,16.61,46.3,13.91,,,,Oslip,,2,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_532,4288,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.09,13.65,47.01,13.42,,,,Ottnang,,5,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_533,4289,Europe,Germany,Bavaria,Northern Temperate,Neo-Tethys,48.56,13.46,47.42,13.23,,,,Passau,,6,early Miocene,early Miocene,23.03,18.4,4.63,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_534,4290,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.15,13.48,47.07,13.26,,,,Pattigham,,1,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_535,4291,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.11,16.26,47.18,16.07,,,,Perchtoldsdorf,,3,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_536,4292,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.075,13.14,47.01,12.92,,,,Pfaffstätt,,2,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_537,4293,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.3,14.35,47.21,14.12,,,,Pfennigberg,,1,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_538,4294,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.32,14.34,47.23,14.11,,,,Plesching,,22,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_539,4295,Europe,Austria,Styria,Northern Temperate,Neo-Tethys,47.22,14.58,45.64,12.19,,,,Pöls,,2,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_540,4297,Europe,Austria,Vienna,Northern Temperate,Neo-Tethys,48.24,16.31,47.38,16.16,,,,Pötzleinsdorf,,4,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_541,4298,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.24,13.6,47.16,13.38,,,,Pram,,2,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_542,4299,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.31,13.9,47.22,13.68,,,,Prambachkirchen,,11,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_543,4300,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.56,14.47,47.46,14.25,,,,Rainbach,,1,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_544,4301,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.46,13.53,47.38,13.32,,,,Rainbach im Innkreis,,11,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_545,4302,Europe,Malta,Gozo,Northern Temperate,Neo-Tethys,36.06,14.283,33.32,14.09,,,,Ramla-Bay,,1,early Miocene,late Miocene,23.03,5.333,17.697,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_546,4303,Europe,Slovakia,,Northern Temperate,Neo-Tethys,48.27,19.68,46.27,16.23,,,,Rapovce,,6,early Miocene,early Miocene,23.03,18.3,4.73,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_547,4304,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.61,15.76,47.42,15.48,,,,Reinprechtspölla,,4,early Miocene,early Miocene,20.4,18.3,2.1,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
