author,year,identifier,title,journal,DOI,abstract,author1,journal_detail,pubtype,language,source,collection_number,occurrence_number,reference_key,reference_display
"Canevet J-M., ",2011,,"The Chondrichthyans of the Middle Miocene (Serravallian) of Salles (Gironde, France)",Cossmanniana,,,Canevet,,Journal article,French,PBDB,"PBDB_161524, PBDB_161525, PBDB_161527, PBDB_161533, PBDB_161611, PBDB_161620, PBDB_161623","PBDB_15214, PBDB_15215, PBDB_15216, PBDB_15217, PBDB_15218, PBDB_15219, PBDB_15220, PBDB_15221, PBDB_15222, PBDB_15223, PBDB_15224, PBDB_15225, PBDB_15226, PBDB_15227, PBDB_15228, PBDB_15229, PBDB_15230, PBDB_15231, PBDB_15232, PBDB_15233, PBDB_15234, PBDB_15235, PBDB_15236, PBDB_15237, PBDB_15238, PBDB_15239, PBDB_15240, PBDB_15241, PBDB_15242, PBDB_15243, PBDB_15244, PBDB_15245, PBDB_15246, PBDB_15247, PBDB_15248, PBDB_15249, PBDB_15250, PBDB_15251, PBDB_15252, PBDB_15253, PBDB_15254, PBDB_15255, PBDB_15256, PBDB_15257, PBDB_15258, PBDB_15259, PBDB_15260, PBDB_15261, PBDB_15262, PBDB_15263, PBDB_15264, PBDB_15265, PBDB_15266, PBDB_15267, PBDB_15268, PBDB_15269, PBDB_15270, PBDB_15271, PBDB_15272, PBDB_15273, PBDB_15274, PBDB_15275, PBDB_15276, PBDB_15277, PBDB_15278, PBDB_15279, PBDB_15280, PBDB_15281, PBDB_15282, PBDB_15283, PBDB_15284, PBDB_15285, PBDB_15286, PBDB_15287, PBDB_15288, PBDB_15289, PBDB_15290, PBDB_15291, PBDB_15292, PBDB_15293, PBDB_15294, PBDB_15295, PBDB_15296, PBDB_15297, PBDB_15298, PBDB_15299, PBDB_15300, PBDB_15301, PBDB_15302, PBDB_15303, PBDB_15304, PBDB_15305, PBDB_15306, PBDB_15307, PBDB_15308, PBDB_15309, PBDB_15310, PBDB_15311, PBDB_15312, PBDB_15313, PBDB_15314, PBDB_15315, PBDB_15316, PBDB_15317, PBDB_15318, PBDB_15319, PBDB_15320, PBDB_15321, PBDB_15322, PBDB_15323, PBDB_15324, PBDB_15325, PBDB_15350, PBDB_15351, PBDB_15352, PBDB_15353, PBDB_15354, PBDB_15355, PBDB_15356, PBDB_15357, PBDB_15358, PBDB_15359, PBDB_15360, PBDB_15361, PBDB_15362, PBDB_15363, PBDB_15364, PBDB_15365, PBDB_15366, PBDB_15367",canevet 2011,Canevet 2011
"Canto J., Yanez J., Rovira J.",2010,,Estado actual del conocimiento de los mamíferos fósiles de Chile.,Estudios Geologicos," 	10.3989/egeol.39778.05",,Canto,,Journal article,Spanish,PBDB,PBDB_100132,,canto et al. 2010,Canto et al. 2010
"Canudo J. I., Amo O., G. Cuenca-Bescós, A. Meléndez, J. I. Ruiz-Omeñaca, A. R. Soria",1997,,"Los vertebrados del Tithónico-Barremiense de Galve (Teruel, España) [The Tithonian-Barremian vertebrates of Galve (Teruel, Spain)]",Cuadernos de Geologia Ibérica,,,Canudo,,Journal article,Spanish,PBDB,PBDB_36368,PBDB_23922,canudo et al. 1997,Canudo et al. 1997
"Canudo J. I., Ruiz-Omeñaca J. I., M. Aurell",2004,,"Primera evidencia de dinosaurios (Dinosauria: Ornithopoda) en la Formación Calizas de Oliete (Oliete, Teruel), Aptiense superior (Cretácico inferior) [First evidence of dinosaurs (Dinosauria: Ornithopoda) in the Calizas de Oliete Formation (Oliete, Teruel), upper Aptian (Lower Cretaceous)]",Geo-Temas,,,Canudo,,Journal article,Spanish,PBDB,PBDB_61236,PBDB_25796,canudo et al. 2004,Canudo et al. 2004
"Canudo, J.I. & Cuenca-Bescós, G. & Ruiz-Omeñaca, J.I.",1995,,"Tiburones y rayas (Chondrichthyes, Elasmobranchii) del Barremiense superior (Cretacico inferior) de Vallipón (Castellote, Teurel).",Beca del Museo de Mas de las Matas Año,,"A rich elasmobranch fauna mainly isolated teeth arc: recorded from the new Upper Barremian locality Vallipón (Castellote, Teurel, Spain). Among the 11 species identified: Hybodus? parvidens. Polyacrodus brevicostatus, Polyacrodus sp., Lissodus sp. aff. Crenulatus, Lissodus breve, Lissodus sp., Pseudohypolophus menultyi. Rhinobatos cf. halteri, Protolamna cf. sokolobi, Odontaspidae indet., Orthacooontidae indet. The elasmobranch fauna is dominated by hydondonlids like Lissodus and Polyacrodus. The abundance of marine sharks like Protolamna and Odonlaspidae indicate a marine influence in the locality formation, fact Ihat is also based on the presence of the ray Pseudohypolophus menultyi, which is founded only in marine sediments. ",Canudo,"Beca del Museo de Mas de las Matas Año, 1995: 35–57",Journal article,Spanish,L,L_2496,"L_342, L_3420, L_3421, L_3422, L_3423",canudo et al. 1995,Canudo et al. 1995
"Capellini G., ",1865,,Balenottere Fossili del Bolognese,Memoire dell' Accademia delle Scienze dell' Instituto di Bologna,,,Capellini,,Journal article,Italian,PBDB,PBDB_59273,"PBDB_25749, PBDB_25750",capellini 1865,Capellini 1865
"Cappetta H., ",1973,b,Selachians from the Carlile Shale (Turonian) of South Dakota,Journal of Paleontology,,,Cappetta,,Journal article,English,PBDB,,,cappetta 1973b,Cappetta 1973b
"Cappetta H., ",1975,b,Sélaciens et holocéphale du Gargasien de la région de Gargas (Vaucluse),Gélogie Méditerranéenne,10.3406/geolm.1975.948,,Cappetta,,Journal article,French,PBDB,L_3113,L_5812,cappetta 1975b,Cappetta 1975b
"Cappetta H., ",1977,,Séaciens nouveaux de l'Albien supérieur de Wissant (Pas-de-Calais),Geobios,10.1016/s0016-6995(77)80085-5,,Cappetta,,Journal article,French,PBDB,PBDB_214872,"PBDB_22809, PBDB_22810, PBDB_22811",cappetta 1977,Cappetta 1977
"Cappetta H., ",1980,a,Les selaciens du Cretace superieur du Liban. II: Batoides,Palaeontolographica Abt. A,,,Cappetta,,Journal article,French,PBDB,"PBDB_213132, PBDB_69118, PBDB_92241","PBDB_18095, PBDB_18096, PBDB_18097, PBDB_18098, PBDB_18099, PBDB_18100, PBDB_26456, PBDB_26457, PBDB_26458, PBDB_26459, PBDB_26460, PBDB_26461, PBDB_26462, PBDB_10530, PBDB_10531, PBDB_10532, PBDB_10533, PBDB_10534, PBDB_10535, PBDB_26464",cappetta 1980a,Cappetta 1980a
"Cappetta H., ",1980,b,Modification du statut générique de quelques espéces de sélaciens crétacés et tertiaires,Palaeovertebrata,,,Cappetta,,Journal article,French,PBDB,,PBDB_18101,cappetta 1980b,Cappetta 1980b
"Cappetta H., ",1980,c,Les sélaciens du Crétacé supérieur du Liban. I: requins,Palaeontographica Abteilung,,,Cappetta,,Journal article,French,PBDB,,"PBDB_26466, PBDB_22803, PBDB_18102, PBDB_26465, PBDB_26463, PBDB_10541, PBDB_10542, PBDB_10543, PBDB_10544, PBDB_10545, PBDB_10547, PBDB_10548, PBDB_10549, PBDB_10546, PBDB_10536, PBDB_10537, PBDB_10538, PBDB_10539, PBDB_1054, PBDB_10540",cappetta 1980c,Cappetta 1980c
"Cappetta H., ",1981,b,"Sur la découverte des genres Ischyrhiza et Ptychotrygon (Selachii, Batomorphii) dans le Crétacé supérieur de Vendée (France)",Geobios,10.1016/s0016-6995(81)80154-4,,Cappetta,,Journal article,French,PBDB,PBDB_214866,"PBDB_22794, PBDB_22795",cappetta 1981b,Cappetta 1981b
"Cappetta H., ",1986,a,"Myliobatide nouveaux (Neoselachii, Batomorphii) de l'Ypreésian des Ouled Abdoun, Maroc",Geologica et Palaeontologica,,,Cappetta,,Journal article,English,PBDB,"PBDB_209572, PBDB_91363","PBDB_17857, PBDB_17858, PBDB_1046",cappetta 1986a,Cappetta 1986a
"Cappetta H., ",1986,b,"Un noveau genre de sélacien (Batomorphii, Myliobatiformes) de l'Yprésien des Ouled Abdoun, Maroc)",Geobios,10.1016/s0016-6995(86)80059-6,,Cappetta,,Journal article,French,PBDB,"PBDB_214849, PBDB_214850, PBDB_214851","PBDB_10460, PBDB_22694, PBDB_22708, PBDB_22722",cappetta 1986b,Cappetta 1986b
"Cappetta H., ",1987,,Handbook of Paleoichthyology: Chondrichthyes II Mesozoic and Cenozoic Elasmobranchii,Handbook of Paleoichthyology: Chondrichthyes II Mesozoic and Cenozoic Elasmobranchii,10.1016/0012-821x(87)90084-7,,Cappetta,,Book,English,PBDB,,PBDB_24302,cappetta 1987,Cappetta 1987
"Cappetta H., ",1988,,"Les Torpediniformes (Neoselachii, Batomorphii) des phosphates du Maroc; observations sur la denture des genres actuels. The Torpedini",Tertiary Research,,,Cappetta,,Journal article,English,PBDB,"PBDB_71233, PBDB_71234, PBDB_91362","PBDB_26816, PBDB_26817, PBDB_10441, PBDB_10461",cappetta 1988,Cappetta 1988
"Cappetta H., ",1990,,Hexanchiforme nouveau (Neoselachii) du Crétacé inférieur du Sud de la France,Palaeovertebrata,,,Cappetta,,Journal article,French,PBDB,"PBDB_214859, PBDB_214860","PBDB_22749, PBDB_22750, PBDB_22751, PBDB_22752, PBDB_22753, PBDB_22754, PBDB_22755, PBDB_22756, PBDB_22757, PBDB_22758, PBDB_22760",cappetta 1990,Cappetta 1990
"Cappetta H., ",1992,,"Carcharhiniformes nouveaux (Chondrichthyes, Neoselachii) de l'Ypresien du Bassin de Paris",Geobios,,,Cappetta,,Journal article,English,PBDB,PBDB_68440,PBDB_26450,cappetta 1992,Cappetta 1992
"Cappetta H., Adnet S., D. Akkrim, M. Amalik",2014,a,"New Squalicorax species (Neoselachii: Lamniformes) from the Lower Maastrichtian of Ganntour phosphate deposit, Morocco",Palaeovertebrata,10.18563/pv.38.2.e3,,Cappetta,,Journal article,English,PBDB,"PBDB_116902, PBDB_116903, PBDB_213665, PBDB_213666, PBDB_213669","PBDB_10909, PBDB_1091, PBDB_10910, PBDB_10911, PBDB_10912, PBDB_10913",cappetta et al. 2014a,Cappetta et al. 2014a
"Cappetta H., Bardet N., X. Pereda Suberbiola, S. Adnet, D. Akkrim, M. Amalik, A. Benabdallah",2014,b,"Marine vertebrate faunas from the Maastrichtian phosphates of Benguérir (Ganntour Basin, Morocco): Biostratigraphy, palaeobiogeography and palaeoecology","Palaeogeography, Palaeoclimatology, Palaeoecology",10.1016/j.palaeo.2014.04.020,,Cappetta,,Journal article,English,PBDB,PBDB_99627,"PBDB_12391, PBDB_12392, PBDB_12406, PBDB_12407, PBDB_19304, PBDB_19324, PBDB_109, PBDB_10891, PBDB_10886, PBDB_10887, PBDB_10888, PBDB_10889, PBDB_1089, PBDB_10890, PBDB_10892, PBDB_10893, PBDB_10894, PBDB_10895, PBDB_10896, PBDB_10897, PBDB_10898, PBDB_10899, PBDB_1090, PBDB_10900, PBDB_10901, PBDB_10902, PBDB_10903, PBDB_10904, PBDB_10905, PBDB_10906, PBDB_10907, PBDB_10908, PBDB_12389, PBDB_12390, PBDB_12393, PBDB_12394, PBDB_12395, PBDB_12396, PBDB_12397, PBDB_12398, PBDB_12399, PBDB_12400, PBDB_12401, PBDB_12402, PBDB_12403, PBDB_12404, PBDB_12405, PBDB_12408, PBDB_12409, PBDB_12410, PBDB_12411, PBDB_12412, PBDB_12413, PBDB_12415, PBDB_12416, PBDB_12417, PBDB_12418, PBDB_12419, PBDB_12420, PBDB_12421, PBDB_12422, PBDB_12423, PBDB_12424, PBDB_12425, PBDB_12426, PBDB_12427, PBDB_12428, PBDB_12429, PBDB_12430, PBDB_12431, PBDB_12432, PBDB_19303, PBDB_19305, PBDB_19306, PBDB_19307, PBDB_19308, PBDB_19309, PBDB_19310, PBDB_19311, PBDB_19312, PBDB_19313, PBDB_19314, PBDB_19315, PBDB_19316, PBDB_19317, PBDB_19318, PBDB_19319, PBDB_19320, PBDB_19321, PBDB_19322, PBDB_19323, PBDB_19325, PBDB_19326, PBDB_19327, PBDB_19328, PBDB_19329, PBDB_19330, PBDB_19331, PBDB_19332, PBDB_19333, PBDB_19334, PBDB_19335, PBDB_19336, PBDB_19337, PBDB_19338, PBDB_19339, PBDB_19340, PBDB_19341, PBDB_19346, PBDB_19347",cappetta et al. 2014b,Cappetta et al. 2014b
"Cappetta H., Case G. R., ",1975,b,Contribution a l'étude des sélaciens du Groupe Monmouth (Campanien-Maestrichtian) du New Jersey,Palaeontographica Abteilung A,,,Cappetta,,Journal article,French,PBDB,"PBDB_213744, PBDB_213745, PBDB_213746, PBDB_213747, PBDB_213748, PBDB_213749, PBDB_213750, PBDB_213751, PBDB_213752, PBDB_213753, PBDB_213754, PBDB_213755, PBDB_213756","PBDB_18135, PBDB_18137, PBDB_18138, PBDB_18145, PBDB_18146, PBDB_19457, PBDB_19478, L_30275, PBDB_18168, PBDB_18178, PBDB_19454, PBDB_19455, PBDB_19456, PBDB_19458, PBDB_19459, PBDB_19460, PBDB_19461, PBDB_19462, PBDB_19463, PBDB_19464, PBDB_19465, PBDB_19466, PBDB_19467, PBDB_19468, PBDB_19469, PBDB_19470, PBDB_19472, PBDB_19473, PBDB_19474, PBDB_19475, PBDB_19476, PBDB_19477, PBDB_19479, PBDB_19480, PBDB_19481, PBDB_19482, PBDB_19483, PBDB_19484, PBDB_19485, PBDB_19486, PBDB_19487, PBDB_19488, PBDB_19491, PBDB_19492, PBDB_19493, PBDB_19495, PBDB_19496, PBDB_19497, PBDB_19498, PBDB_19499, PBDB_19500, PBDB_19501, PBDB_19502, PBDB_19503, PBDB_19504, PBDB_19505, PBDB_19506, PBDB_19507, PBDB_19508, PBDB_19510, PBDB_19511, PBDB_19512, PBDB_19514, PBDB_19515, PBDB_19517, PBDB_19518, PBDB_19519, PBDB_19520, PBDB_19521, PBDB_19522, PBDB_19523, PBDB_19524, PBDB_19525, PBDB_19526, PBDB_19527, PBDB_19528, PBDB_19529, PBDB_19531, PBDB_19532, PBDB_19533, PBDB_19534, PBDB_19535, PBDB_19536, PBDB_19537, PBDB_19538, PBDB_19539, PBDB_19540, PBDB_19541, PBDB_19542, PBDB_19543, PBDB_19544, PBDB_19545, PBDB_19546, PBDB_19548, PBDB_19549, PBDB_19550, PBDB_19552, PBDB_19553, PBDB_19554, PBDB_19555, PBDB_19556, PBDB_19557, PBDB_19558, PBDB_19559, PBDB_19560, PBDB_19561, PBDB_19562, PBDB_10804, PBDB_10806, PBDB_10807, PBDB_10808, PBDB_10809, PBDB_19547",cappetta & case 1975b,Cappetta & Case 1975b
"Cappetta H., Case G. R., ",1975,a,Sélaciens nouveaux du Crétacé du Texas,Geobios,,,Cappetta,,Journal article,French,PBDB,PBDB_213298,"PBDB_19494, PBDB_19516, PBDB_19530, PBDB_19551, PBDB_10805",cappetta & case 1975a,Cappetta & Case 1975a
"Cappetta H., Case G. R., ",1999,,Additions aux faunes de sélaciens du Crétacé du Texas (Albien supérieur-Campanien),Palaeo Ichthyologica,,,Cappetta,,Journal article,French,PBDB,"PBDB_213297, PBDB_213299, PBDB_213300, PBDB_213302, PBDB_213303, PBDB_213304, PBDB_213305, PBDB_213307","PBDB_18133, PBDB_18134, PBDB_18136, PBDB_18139, PBDB_18141, PBDB_18142, PBDB_18143, PBDB_18147, PBDB_18148, PBDB_18149, PBDB_18150, PBDB_18151, PBDB_18152, PBDB_18153, PBDB_18155, PBDB_18156, PBDB_18158, PBDB_18159, PBDB_18160, PBDB_18161, PBDB_18162, PBDB_18163, PBDB_18164, PBDB_18165, PBDB_18166, PBDB_18167, PBDB_18169, PBDB_18170, PBDB_18171, PBDB_18172, PBDB_18173, PBDB_18174, PBDB_18175, PBDB_18176, PBDB_18177, PBDB_18179, PBDB_18180, PBDB_18181, PBDB_18182, PBDB_18183, PBDB_18184, PBDB_18185, PBDB_18186, PBDB_18187, PBDB_18188, PBDB_18189, PBDB_18190, PBDB_18191, PBDB_18192, PBDB_18194, PBDB_18195, PBDB_18196, PBDB_18157, PBDB_18140, PBDB_18193",cappetta & case 1999,Cappetta & Case 1999
"Cappetta H., Corral J. C., ",1999,,"Upper Maastrichtian selachians from the Condado de Treviño (Basque-Cantabrian Region, Iberian Peninsula)",Estudios del Museo de Ciencias Naturales de Álava,,,Cappetta,,Journal article,English,PBDB,PBDB_176782,"PBDB_16297, PBDB_16295, PBDB_16296, PBDB_16298, PBDB_16299, PBDB_16301, PBDB_16302, PBDB_16303, PBDB_16304, PBDB_16305, PBDB_16306, PBDB_16307, PBDB_16308, PBDB_16309, PBDB_16310, PBDB_16311, PBDB_16312, PBDB_16313, PBDB_16300",cappetta & corral 1999,Cappetta & Corral 1999
"Cappetta H., Morrison K., S. Adnet",2019,,"A shark fauna from the Campanian of Hornby Island, British Columbia, Canada: an insight into the diversity of Cretaceous deep-water assemblages",Historical Biology,10.1080/08912963.2019.1681421,,Cappetta,,Journal article,English,PBDB,"PBDB_221571, PBDB_221572","PBDB_23130, PBDB_23131, PBDB_23132, PBDB_23133, PBDB_23134, PBDB_23135, PBDB_23136, PBDB_23137, PBDB_23138, PBDB_23139, PBDB_23140, PBDB_23141, PBDB_23142, PBDB_23143, PBDB_23144, PBDB_23145, PBDB_23146, PBDB_23147, PBDB_23148, PBDB_23149, PBDB_23150, PBDB_23151, PBDB_23152, PBDB_23153, PBDB_23154, PBDB_23155, PBDB_23156, PBDB_23157, PBDB_23158, PBDB_23159, PBDB_23160, PBDB_23161, PBDB_23162, PBDB_23163, PBDB_23164, PBDB_23165, PBDB_23166, PBDB_23167, PBDB_23168, PBDB_23169, PBDB_23170, PBDB_23171, PBDB_23172, PBDB_23173, PBDB_23174, PBDB_23175, PBDB_23176, PBDB_23177, PBDB_23178, PBDB_23179, PBDB_23180",cappetta et al. 2019,Cappetta et al. 2019
"Cappetta H., Odin G. S., ",2001,,Les sélaciens du Campanien-Maastrichtien de Tercis-les-Bains (SO France),Developments in Palaeontology and Stratigraphy,,,Cappetta,,Journal article,French,PBDB,"PBDB_213778, PBDB_213857, PBDB_213869, PBDB_214032, PBDB_214033, PBDB_214199, PBDB_38811","PBDB_19563, PBDB_19564, PBDB_19565, PBDB_19568, PBDB_19569, PBDB_19572, PBDB_23990, PBDB_19566",cappetta & odin 2001,Cappetta & Odin 2001
"Cappetta H., Pfeil F., N. Schmidt-Kittler, E. Martini",2000,,New biostratigraphical data on the marine Upper Cretaceous and Palaeogene of Jordan,Newsletters on Stratigraphy,10.1127/nos/38/2000/81,,Cappetta,,Book chapter,English,PBDB,"PBDB_32899, PBDB_65225, PBDB_65226, PBDB_13366, PBDB_65221, PBDB_65222, PBDB_65223, PBDB_65224","PBDB_13157, PBDB_13158, PBDB_13159, PBDB_13160, PBDB_13161, PBDB_23676, PBDB_23677, PBDB_23678, PBDB_23679, PBDB_23680, PBDB_23681, PBDB_23682, PBDB_23683, PBDB_23684, PBDB_23685, PBDB_23686, PBDB_23687, PBDB_23688, PBDB_23689, PBDB_23690, PBDB_23691, PBDB_23692, PBDB_23693, PBDB_23694, PBDB_23695, PBDB_23696, PBDB_23697, PBDB_23698, PBDB_23699, PBDB_23700, PBDB_26170, PBDB_26171, PBDB_26172, PBDB_26173, PBDB_26174, PBDB_26175, PBDB_26176, PBDB_26177, PBDB_26178, PBDB_26179, PBDB_26180, PBDB_26181, PBDB_26182, PBDB_26183, PBDB_26184, PBDB_26185, PBDB_26186, PBDB_26187, PBDB_26188, PBDB_26189, PBDB_26190, PBDB_26191, PBDB_26192, PBDB_26193, PBDB_26194, PBDB_26195, PBDB_26196, PBDB_26197, PBDB_26198, PBDB_26199, PBDB_26200, PBDB_26201, PBDB_26202, PBDB_26203, PBDB_26204, PBDB_26205, PBDB_26206, PBDB_26207, PBDB_26208, PBDB_26209, PBDB_26210, PBDB_26211, PBDB_26212, PBDB_26213, PBDB_26214, PBDB_26215, PBDB_26216, PBDB_26217, PBDB_26218, PBDB_26219",cappetta et al. 2000,Cappetta et al. 2000
"Cappetta H., Traverse M., ",1988,,Une riche faune de Selaciens dans le Bassin a Phosphate de Kpogame-Hahotoe (Eocene moyen du Togo): Note preliminaire et precisions sur la structure et l'age du gisement,Geobios,10.1016/s0016-6995(88)80058-5,,Cappetta,,Journal article,French,PBDB,PBDB_32991,"PBDB_23725, PBDB_23726, PBDB_23727, PBDB_23728, PBDB_23729, PBDB_23730, PBDB_23731, PBDB_23732, PBDB_23733, PBDB_23734, PBDB_23735, PBDB_23736, PBDB_23737, PBDB_23738, PBDB_23739, PBDB_23740, PBDB_23741, PBDB_23742, PBDB_23743, PBDB_23745, PBDB_23746, PBDB_23747, PBDB_23748, PBDB_23749, PBDB_23750, PBDB_23751, PBDB_23752, PBDB_23753, PBDB_23754, PBDB_23755, PBDB_23756, PBDB_23757, PBDB_23758, PBDB_23759, PBDB_23760",cappetta & traverse 1988,Cappetta & Traverse 1988
"Cappetta H., Ward D. J., ",1977,,A new Eocene shark from the London Clay of Essex,Palaeontology,,,Cappetta,,Journal article,English,PBDB,"PBDB_204217, PBDB_204218, PBDB_204219","PBDB_17416, PBDB_17417, PBDB_17418",cappetta & ward 1977,Cappetta & Ward 1977
"Cappetta, H.",1970,,Les Sélaciens du Miocène de la région de Montpellier.,"Palaeovertebrata, Mémoire extraordinaire",,,Cappetta,"Palaeovertebrata, Mémoire extraordinaire 1970: 139 p., 22 fig., 27 pl.",Book chapter,French,L,"L_907, L_908, L_909, L_910","L_9500, L_9501, L_9502, L_9503, L_9504, L_9505, L_9506, L_9507, L_9508, L_9509, L_951, L_9510, L_9511, L_9512, L_9513, L_9514, L_9515, L_9516, L_9517, L_9518, L_9519, L_952, L_9520, L_9521, L_9522, L_9523, L_9524, L_9525, L_9526, L_9527, L_9528, L_9529, L_953, L_9530, L_9531, L_9532, L_9533, L_9534, L_9535, L_9536, L_9537, L_9544, L_9545, L_9546, L_9547, L_9548, L_9549, L_955, L_9550, L_15368, L_15369, L_15370, L_15371, L_15372, L_15373, L_15374, L_15375, L_15376, L_15377, L_15378, L_15379, L_15380, L_15381, L_15382, L_15383, L_15384, L_15385, L_15386, L_15388, L_15389, L_15390, L_15391, L_15392, L_15393, L_15394, L_15395, L_15396, L_15397, L_15398, L_15399, L_15400, L_15401, L_15402, L_15403, L_15404, L_15405, L_15406, L_15407, L_15408, L_15409, L_15410, L_15411, L_15412, L_15413, L_15414, L_15415, L_15416, L_15417, L_15387",cappetta 1970,Cappetta 1970
"Cappetta, H.",1972,,Les poissons crétacés et tertiaires du bassin des Iullemmeden (République du Niger).,Palaeovertebrata,,"The present work is devoted to the study of the Cretaceous and Tertiary fishes (teeth of Selachians, Actinopterygians and Dipnoans) collected during a recent expedition in Niger. The Maestrichtian localities have yielded a new genus and a new subspecies of Selachian: Igdabatis sigmodon nov. gen., nov. sp. and Lamna biauriculata nigeriana nov. subsp. The locality of Sessao, which has been attributed to the Thanetian by means of the study of the fish, has furnished by screen-washing an interesting fauna wherein six new species are described: Raja Iouisi, Dasyatis sessaoensis, D. sudrei, D. russelli, Hypolophites thaleri and Ceratodus casieri. Comparison of these faunas with contemporary faunas of Africa has brought out a certain endemism in the Iullemmeden Basin during the late Cretaceous and the early Tertiary. ",Cappetta,"Palaeovertebrata, 5 (5): 179–251, 10 fig., 13 pl.",Journal article,French,L,"L_3108, L_3109, L_3110","L_5785, L_5786, L_5787, L_5788, L_5806, L_5776, L_5777, L_5778, L_5779, L_578, L_5780, L_5781, L_5782, L_5783, L_5784, L_5801, L_5802, L_5803, L_5804, L_5805",cappetta 1972,Cappetta 1972
"Cappetta, H.",1973,a,Les Sélaciens du Burdigalien de Lespignan (Hérault).,Géobios,10.1016/S0016-6995(73)80016-6,"During the construction of super-highway A9, in the vicinity of Béziers, interesting vertebrateremains have been discovered in marine levels of Burdigalian age. The fauna includesSelachian teeth, studied here, and terrestrial mammal teeth, to be published later. Twenty selachianspecies were recognized, one of which, Triakis angustidens, is new. By its compositionand degree of evolution this ichthyofauna fits perfectly between those of Caunelle and Loupian,previously studied and allows to draw a faunal cut, probably climatic in origin, between Burdigalianand Helvetian.",Cappetta,"Géobios, 6 (3): 211–223, 3 fig., pl. 11–12",Journal article,French,L,L_923,"L_9596, L_9597, L_9598, L_9599, L_96, L_960, L_9600, L_9601, L_9602, L_9603, L_9604, L_9605, L_9606, L_9607, L_9608, L_9609, L_961, L_9610, L_9611",cappetta 1973a,Cappetta 1973a
"Cappetta, H.",1975,b,"Ptychotrygon vermiculata nov. sp., sélacien nouveau du Campanien du New Jersey (U.S.A.).",Compte Rendu sommaire des Séances de la Société Géologique de France,,,Cappetta,"Compte Rendu sommaire des Séances de la Société Géologique de France, 5: 164–166, 1 fig.",Journal article,French,L,L_3113,L_5812,cappetta 1975b,Cappetta 1975b
"Cappetta, H.",1975,a,Sur quelques sélaciens nouveaux du Crétacé supérieur de Bolivie (Amérique du Sud).,Geobios,10.1016/S0016-6995(75)80002-7,"The locality of Torotoro (Puca Group, Upper Cretaceous of Bolivia) has yielded a small shark-fauna including a new genus and five new species: Pucabatis hoffstetteri nov. gen., nov. sp., Ischyrhiza hartenbergeri nov. sp., Dasyatis branisai nov. sp., D. molinoensis nov. sp. et D. schaefferi nov. sp. The genus Pucapristis, previously described on rostral teeth, is represented by numerous oral teeth unknown until this day. The occurence of the genus Schizorhiza, already pointed out, allows to attribute the El Molino formation to maestrichtian.",Cappetta,"Géobios, 8 (1): 5–24, 8 fig.",Journal article,French,L,L_3112,,cappetta 1975a,Cappetta 1975a
"Cappetta, H.",1976,,Sélaciens nouveaux du London Clay de l'Essex (Yprésien du Bassin de Londres).,Géobios,10.1016/S0016-6995(76)80024-1,"The Ypresian locality of Burnham-on-Crouch(Essex) has yielded numerous Selachian species, some of which are new: Hexanchus agassizi sp. nov., Scyliorhinus burnhamensis sp. nov., S. casieri sp. nov., S. pattersoni sp. nov., S. woodwardi sp. nov., Pararhincodon ypresiensis sp. nov., Triakis wardi sp. nov., Mustelus whitei sp. nov. The Hexanchid teeth classicaly refered to Notidanus serratissimusAg. include in fact two separate species belonging to different genera: Notorhynchus serratissimus (Ag.) and Hexanchus agassizi sp. nov. Lamna affinis (Casier) is arranged in the genus Isurolamna nov. in consideration of his dental peculiarities. The genus Burnhamia nov. is created for Rhinoptera daviesiWoodward that can be regarded as a Mobulid. Oxyrhina sheppeyensisCasier must be classified in the genus Anomotodon. The genus Triakis, Mustelus, Anomotodon and Pararhincodon are pointed out for the first time in the Ypresian.",Cappetta,"Géobios, 9 (5): 551–575, 1 fig., 1 tabl., 4 pl.",Journal article,French,L,L_1664,"L_2590, L_2591, L_2592, L_2593, L_2594, L_2595, L_2596, L_2597, L_2598, L_2599, L_26, L_260, L_2600, L_2601",cappetta 1976,Cappetta 1976
